Cygwin Package Information
Package                                 Version                          Status
libfreetype6                            2.5.5-1                          OK
libfribidi0                             0.19.2-1                         OK
libftgl2                                2.1.3_rc5-2                      OK
libgailutil18                           2.24.27-1                        OK
libgailutil3_0                          3.14.10-1                        OK
libgavl1                                1.4.0-1                          OK
libgcc1                                 4.9.2-3                          OK
libgcj-common                           4.9.2-3                          OK
libgcj14                                4.8.3-4                          OK
libgck1_0                               3.14.0-2                         OK
libgconf2_4                             3.2.6-2                          OK
libgconfmm2.6_1                         2.28.2-2                         OK
libgcr3-common                          3.14.0-2                         OK
libgcr3_1                               3.14.0-2                         OK
libgcrypt                               1.6.3-1                          OK
libgcrypt-devel                         1.6.3-1                          OK
libgcrypt11                             1.5.3-2                          OK
libgcrypt20                             1.6.3-1                          OK
libgd-devel                             2.1.1-1                          OK
libgd2                                  2.0.36RC1-15                     OK
libgd3                                  2.1.1-1                          OK
libgdbm                                 1.8.0-5                          OK
libgdbm-devel                           1.8.3-20                         OK
libgdbm3                                1.8.3-3                          OK
libgdbm4                                1.8.3-20                         OK
libgdiplus                              2.10-2                           OK
libgdk_pixbuf2.0-devel                  2.31.1-1                         OK
libgdk_pixbuf2.0_0                      2.31.1-1                         OK
libgdk_pixbuf_xlib2.0-devel             2.31.1-1                         OK
libgdk_pixbuf_xlib2.0_0                 2.31.1-1                         OK
libgeoclue0                             0.12.99-2                        OK
libGeoIP-devel                          1.6.0-1                          OK
libGeoIP1                               1.6.0-1                          OK
libges1.0_0                             1.4.0-1                          OK
libgettextpo0                           0.19.4-1                         OK
libgfortran3                            4.9.2-3                          OK
libggi2                                 2.2.2-4                          OK
libggiwmh0                              0.3.2-4                          OK
libgif-devel                            4.1.6-10                         OK
libgif4                                 4.1.6-10                         OK
libgii1                                 1.0.2-4                          OK
libgii1-devel                           1.0.2-4                          OK
libgirepository1.0_1                    1.42.0-1                         OK
libGL-devel                             10.3.7-1                         OK
libGL1                                  10.3.7-1                         OK
libgl2ps-devel                          1.3.8-2                          OK
libgl2ps1                               1.3.8-2                          OK
libglade2.0_0                           2.6.4-2                          OK
libglademm2.4_1                         2.6.7-11                         OK
libglapi0                               10.3.7-1                         OK
libGLEW1.11                             1.11.0-1                         OK
libglib2.0-devel                        2.42.2-1                         OK
libglib2.0_0                            2.42.2-1                         OK
libglibmm2.4-devel                      2.42.0-1                         OK
libglibmm2.4_1                          2.42.0-1                         OK
libglpk33                               4.48-1                           OK
libglpk35                               4.52-1                           OK
libglpk36                               4.55-1                           OK
libGLU-devel                            9.0.0-1                          OK
libGLU1                                 9.0.0-1                          OK
libglut-devel                           2.8.1-1                          OK
libglut3                                2.8.1-1                          OK
libgme0                                 0.6.0-1                          OK
libgmp-devel                            6.0.0a-2                         OK
libgmp-doc                              6.0.0a-2                         OK
libgmp10                                6.0.0a-2                         OK
libgmp3                                 4.3.2-1                          OK
libgmpxx4                               6.0.0a-2                         OK
libgnome-keyring-devel                  3.12.0-2                         OK
libgnome-keyring0                       3.12.0-2                         OK
libgnutls-devel                         3.2.21-1                         OK
libgnutls26                             2.12.20-1                        OK
libgnutls28                             3.2.21-1                         OK
libgomp1                                4.9.2-3                          OK
libgoom2_0                              2004.0-10                        OK
libgpg-error                            1.18-1                           OK
libgpg-error-devel                      1.18-1                           OK
libgpg-error0                           1.18-1                           OK
libgpgme11                              1.4.4-1                          OK
libGraphicsMagick++3                    1.3.20-3                         OK
libGraphicsMagick3                      1.3.21-1                         OK
libgraphite2_3                          1.2.3-1                          OK
libgs-devel                             9.15-2                           OK
libgs9                                  9.15-2                           OK
libgsm1                                 1.0.13-3                         OK
libgssapi3                              1.5.3-1                          OK
libgssapi_krb5_2                        1.13.1-1                         OK
libgssrpc4                              1.13.1-1                         OK
libgstinterfaces0.10-devel              0.10.36-2                        OK
libgstinterfaces0.10_0                  0.10.36-2                        OK
libgstinterfaces1.0_0                   1.4.5-1                          OK
libgstreamer0.10-devel                  0.10.36-2                        OK
libgstreamer0.10_0                      0.10.36-2                        OK
libgstreamer1.0_0                       1.4.5-1                          OK
libgtk2.0-devel                         2.24.27-1                        OK
libgtk2.0_0                             2.24.27-1                        OK
libgtk3_0                               3.14.10-1                        OK
libgtkmm2.4_1                           2.24.4-1                         OK
libgtkmm3.0_1                           3.14.0-1                         OK
libgtksourceview2.0-devel               2.10.5-2                         OK
libgtksourceview2.0_0                   2.10.5-2                         OK
libgtksourceview3.0-common              3.14.3-1                         OK
libgtksourceview3.0_1                   3.14.3-1                         OK
libgtop2.0_10                           2.30.0-1                         OK
libgtop2.0_7                            2.28.5-2                         OK
libgts0.7_5                             20121130-1                       OK
libgucharmap7                           2.32.1-2                         OK
libguile12                              1.6.7-4                          OK
libguile17                              1.8.8-1                          OK
libgvc6                                 2.38.0-4                         OK
libgvpr2                                2.38.0-4                         OK
libgxps2                                0.2.2-3                          OK
libharfbuzz-devel                       0.9.36-2                         OK
libharfbuzz-icu0                        0.9.36-2                         OK
libharfbuzz0                            0.9.36-2                         OK
libhdate1                               1.6.02-3                         OK
libhdf5-devel                           1.8.14-1                         OK
libhdf5_7                               1.8.10-1                         OK
libhdf5_8                               1.8.13-1                         OK
libhdf5_9                               1.8.14-1                         OK
libheimbase1                            1.5.3-1                          OK
libheimntlm0                            1.5.3-1                          OK
libhogweed2                             2.7-2                            OK
libhpdf2.2.1                            2.2.1-3                          OK
libhx509_5                              1.5.3-1                          OK
libibus1.0_5                            1.5.4-1                          OK
libical0                                1.0-1                            OK
libICE-devel                            1.0.9-1                          OK
libICE6                                 1.0.9-1                          OK
libiconv                                1.14-3                           OK
libiconv-devel                          1.14-3                           OK
libiconv2                               1.14-3                           OK
libicu-devel                            54.1-1                           OK
libicu48                                4.8.1-1                          OK
libicu54                                54.1-1                           OK
libid3tag0                              0.15.1b-10                       OK
libidn-devel                            1.29-1                           OK
libidn11                                1.29-1                           OK
libilbc1                                1.1.1-1                          OK
libilmbase7                             1.0.3-1                          OK
libIlmImf7                              1.7.1-1                          OK
libImageMagick1                         6.4.0.6-2                        OK
libImlib2-devel                         1.4.6-1                          OK
libImlib2_1                             1.4.6-1                          OK
libintl-devel                           0.19.4-1                         OK
libintl3                                0.14.5-1                         OK
libintl8                                0.19.4-1                         OK
libiodbc-devel                          3.52.8-2                         OK
libiodbc2                               3.52.8-2                         OK
libisl-devel                            0.11.1-2                         OK
libisl10                                0.11.1-2                         OK
libiso9660_8                            0.90-1                           OK
libjasper1                              1.900.1-15                       OK
libjavascriptcoregtk1.0-devel           2.0.4-3                          OK
libjavascriptcoregtk1.0_0               2.0.4-3                          OK
libjavascriptcoregtk3.0-devel           2.0.4-3                          OK
libjavascriptcoregtk3.0_0               2.0.4-3                          OK
libjbig-devel                           2.0-14                           OK
libjbig2                                2.0-14                           OK
libjpeg-devel                           1.3.1-3                          OK
libjpeg62                               6b-21                            OK
libjpeg6b                               6b-8                             OK
libjpeg7                                7-10                             OK
libjpeg8                                1.3.1-3                          OK
libjson-c-common                        0.11-2                           OK
libjson-c-devel                         0.11-2                           OK
libjson-c2                              0.11-2                           OK
libjson-glib1.0-devel                   1.0.2-1                          OK
libjson-glib1.0_0                       1.0.2-1                          OK
libjson0                                0.9-1                            OK
libk5crypto3                            1.13.1-1                         OK
libkactivities6                         4.13.3-1                         OK
libkadm5clnt_mit9                       1.13.1-1                         OK
libkadm5srv_mit9                        1.13.1-1                         OK
libkafs0                                1.5.3-1                          OK
libkdb5_7                               1.12.2-1                         OK
libkdb5_8                               1.13.1-1                         OK
libkdcraw-common                        4.14.3-1                         OK
libkdcraw23                             4.14.3-1                         OK
libkdecore5                             4.14.3-2                         OK
libkexiv2-common                        4.14.3-1                         OK
libkexiv2_11                            4.14.3-1                         OK
libkfilemetadata4                       4.14.3-1                         OK
libkonq5                                4.14.3-1                         OK
libkpathsea6                            20140523-3                       OK
libkpim-common                          4.14.3-1                         OK
libkpim4                                4.14.3-1                         OK
libkrad0                                1.13.1-1                         OK
libkrb5-devel                           1.13.1-1                         OK
libkrb5_26                              1.5.3-1                          OK
libkrb5_3                               1.13.1-1                         OK
libkrb5support0                         1.13.1-1                         OK
libksba-devel                           1.0.7-1                          OK
libksba8                                1.0.7-1                          OK
libkworkspace4                          4.11.16-1                        OK
liblapack-devel                         3.5.0r1524-1                     OK
liblapack0                              3.5.0r1524-1                     OK
libLASi1                                1.1.1-2                          OK
liblcms1                                1.19-5                           OK
liblcms2-devel                          2.6-1                            OK
liblcms2_2                              2.6-1                            OK
libleptonica-devel                      1.71-2                           OK
libleptonica_3                          1.71-2                           OK
libllvm-devel                           3.4.2-5                          OK
libllvm-devel-static                    3.4.2-5                          OK
libllvm3.1                              3.1-3                            OK
libllvm3.4                              3.4.2-5                          OK
liblrdf-common                          0.5.0-2                          OK
liblrdf2                                0.5.0-2                          OK
libltdl7                                2.4.6-1                          OK
liblzma-devel                           5.0.8-1                          OK
liblzma1                                4.999.9beta-11                   OK
liblzma5                                5.0.8-1                          OK
liblzo2_2                               2.08-1                           OK
libm17n0                                1.7.0-1                          OK
libmad0                                 0.15.1b-10                       OK
libMagick-devel                         6.9.0.0-3                        OK
libMagickCore5                          6.7.6.3-3                        OK
libMagickCore6                          6.9.0.0-3                        OK
libmangle                               1.0-svn2930-1                    OK
libmarblewidget19                       4.14.3-1                         OK
libmate-desktop2_17                     1.8.1-1                          OK
libmate-menu2                           1.8.0-1                          OK
libmatedict6                            1.8.1-2                          OK
libmatekbd-common                       1.8.0-1                          OK
libmatekbd4                             1.8.0-1                          OK
libmatroska6                            1.4.1-1                          OK
libmcpp0                                2.7.2-2                          OK
libmcrypt-devel                         2.5.8-11                         OK
libmcrypt-doc                           2.5.8-11                         OK
libmcrypt4                              2.5.8-11                         OK
libmetalink3                            0.1.2-1                          OK
libmetis-devel                          5.1.0-1                          OK
libmetis0                               5.1.0-1                          OK
libmhash2                               0.9.9.9-2                        OK
libmimic0                               1.0.4-2                          OK
libming-devel                           0.4.5-2                          OK
libming1                                0.4.5-2                          OK
libmjpegtools2.1_0                      2.1.0-1                          OK
libmlt++3                               0.9.2-2                          OK
libmlt-common                           0.9.2-2                          OK
libmlt5                                 0.8.8-3                          OK
libmlt6                                 0.9.2-2                          OK
libmms0                                 0.6.2-1                          OK
libmng1                                 1.0.10-4                         OK
libmodplug1                             0.8.8.4-1                        OK
libmp3lame0                             3.99.5-2                         OK
libmp4v2_1                              1.9.1-1                          OK
libmpc-devel                            1.0.3-1                          OK
libmpc1                                 0.8-1                            OK
libmpc3                                 1.0.3-1                          OK
libmpcdec7                              475-1                            OK
libmpeg2_0                              0.5.1-10                         OK
libmpfr-devel                           3.1.2-2                          OK
libmpfr1                                2.4.1-4                          OK
libmpfr4                                3.1.2-2                          OK
libmpg123_0                             1.21.0-1                         OK
libmtp9                                 1.1.6-2                          OK
libmysqlclient-devel                    5.5.41-2                         OK
libmysqlclient18                        5.5.41-2                         OK
libmysqld-devel                         5.5.41-2                         OK
libmysqld0                              5.5.41-2                         OK
libncurses-devel                        5.9-20150404-1                   OK
libncurses10                            5.9-20150404-1                   OK
libncurses7                             5.3-4                            OK
libncurses8                             5.5-10                           OK
libncurses9                             5.7-16                           OK
libncursesw-devel                       5.9-20150404-1                   OK
libncursesw10                           5.9-20150404-1                   OK
libneon27                               0.30.1-1                         OK
libnepomukcore4                         4.12.5-1                         OK
libnetcdf7                              4.3.3rc3-1                       OK
libnetpbm10                             10.66.02-3                       OK
libnettle-devel                         2.7-2                            OK
libnettle4                              2.7-2                            OK
libnice10                               0.1.8-1                          OK
libnotify4                              0.7.6-1                          OK
libnspr4                                4.10.7-1                         OK
libnss3                                 3.17.3-1                         OK
libobjc4                                4.9.2-3                          OK
libofa0                                 0.9.3-10                         OK
libogg-devel                            1.3.1-1                          OK
libogg0                                 1.3.1-1                          OK
libonig2                                5.9.6-1                          OK
libopenal1                              1.15.1-1                         OK
libopencdk-devel                        0.6.6-12                         OK
libopencdk10                            0.6.6-12                         OK
libopencore-amrnb0                      0.1.3-1                          OK
libopencore-amrwb0                      0.1.3-1                          OK
libopencv2.4                            2.4.10-3                         OK
libopenjpeg1                            1.5.2-2                          OK
libopenldap2_3_0                        2.3.43-3                         OK
libopenldap2_4_2                        2.4.40-2                         OK
libopenmpi                              1.8.4-1                          OK
libopenmpi-devel                        1.8.4-1                          OK
libopenmpicxx1                          1.8.4-1                          OK
libopenmpifh2                           1.8.4-1                          OK
libopenmpiuse1                          1.8.4-1                          OK
libopenssl098                           0.9.8zf-1                        OK
libopenssl100                           1.0.2a-1                         OK
libOpenVG1                              10.3.7-1                         OK
libopts-devel                           5.18.4-1                         OK
libopts25                               5.18.4-1                         OK
libopus0                                1.0.3-1                          OK
liborc0.4-devel                         0.4.23-1                         OK
liborc0.4_0                             0.4.23-1                         OK
libosp5                                 1.5.2-2                          OK
libostyle1                              1.4devel1-2                      OK
libotf0                                 0.9.13-1                         OK
libp11-kit-devel                        0.20.7-1                         OK
libp11-kit0                             0.20.7-1                         OK
libpango1.0-devel                       1.36.8-1                         OK
libpango1.0_0                           1.36.8-1                         OK
libpangomm1.4_1                         2.34.0-1                         OK
libpaper-common                         1.1.24-2                         OK
libpaper-devel                          1.1.24-2                         OK
libpaper1                               1.1.24-2                         OK
libpathplan4                            2.38.0-4                         OK
libpcre-devel                           8.36-1                           OK
libpcre0                                8.21-2                           OK
libpcre1                                8.36-1                           OK
libpcre16_0                             8.36-1                           OK
libpcre32_0                             8.36-1                           OK
libpcrecpp0                             8.36-1                           OK
libpcreposix0                           8.36-1                           OK
libpeas-common                          1.12.1-1                         OK
libpeas1.0_0                            1.12.1-1                         OK
libpgtypes2                             8.2.11-1                         OK
libpgtypes3                             9.4.1-1                          OK
libphonon4                              4.8.3-1                          OK
libpipeline1                            1.4.0-1                          OK
libpixman1-devel                        0.32.6-1                         OK
libpixman1_0                            0.32.6-1                         OK
libplotter-devel                        2.6-4                            OK
libplotter2                             2.6-4                            OK
libplplot12                             5.10.0-1                         OK
libpng-devel                            1.6.17-1                         OK
libpng-doc                              1.6.17-1                         OK
libpng12                                1.2.53-1                         OK
libpng12-devel                          1.2.53-1                         OK
libpng14                                1.4.14-2                         OK
libpng15                                1.5.22-1                         OK
libpng16                                1.6.17-1                         OK
libpng16-devel                          1.6.17-1                         OK
libpoppler-devel                        0.26.5-3                         OK
libpoppler-glib-devel                   0.26.5-3                         OK
libpoppler-glib8                        0.26.5-3                         OK
libpoppler28                            0.20.5-2                         OK
libpoppler44                            0.24.5-1                         OK
libpoppler46                            0.26.5-3                         OK
libpopt0                                1.16-1                           OK
libportaudio-devel                      19.20140130-1                    OK
libportaudio2                           19.20140130-1                    OK
libportaudiocpp-devel                   19.20140130-1                    OK
libportaudiocpp0                        19.20140130-1                    OK
libpostproc52                           1.2.11-1                         OK
libppl-devel                            0.11.2-1                         OK
libppl9                                 0.11.2-1                         OK
libppl_c4                               0.11.2-1                         OK
libpq                                   8.2.11-1                         OK
libpq-devel                             9.4.1-1                          OK
libpq3                                  7.4.5-99                         OK
libpq5                                  9.4.1-1                          OK
libprison0                              1.0-1                            OK
libprojectM-common                      2.1.0-1                          OK
libprojectM-qt1                         2.1.0-1                          OK
libprojectM2                            2.1.0-1                          OK
libproxy1                               0.4.11-3                         OK
libpstoedit0                            3.70-1                           OK
libptexenc1                             20140523-3                       OK
libpth-devel                            2.0.7-2                          OK
libpth20                                2.0.7-2                          OK
libpulse-devel                          5.0-2                            OK
libpulse-mainloop-glib0                 5.0-2                            OK
libpulse-simple0                        5.0-2                            OK
libpulse0                               5.0-2                            OK
libpwl5                                 0.11.2-1                         OK
libpyzy-common                          0.1.0-1                          OK
libpyzy1.0_0                            0.1.0-1                          OK
libqalculate-common                     0.9.7-2                          OK
libqalculate5                           0.9.7-2                          OK
libqca2                                 2.0.3-2                          OK
libqhull_6                              2012.1-2                         OK
libqimageblitz4                         0.0.6-1                          OK
libqjson0                               0.8.1-1                          OK
libqmobipocket1                         4.14.3-1                         OK
libqrencode3                            3.4.4-1                          OK
libqrupdate-devel                       1.1.2-1                          OK
libqrupdate0                            1.1.2-1                          OK
libqsastime0                            5.10.0-1                         OK
libqscintilla2-common                   2.8.4-1                          OK
libqscintilla2-devel                    2.8.4-1                          OK
libqscintilla2_11                       2.8.4-1                          OK
libqscintilla2_9                        2.7.2-1                          OK
libQtCore4                              4.8.6-6                          OK
libQtCore4-devel                        4.8.6-6                          OK
libQtDBus4                              4.8.6-6                          OK
libQtDeclarative4                       4.8.6-6                          OK
libQtDesigner4                          4.8.6-6                          OK
libQtGui4                               4.8.6-6                          OK
libQtGui4-devel                         4.8.6-6                          OK
libQtHelp4                              4.8.6-6                          OK
libQtMultimedia4                        4.8.6-6                          OK
libQtNetwork4                           4.8.6-6                          OK
libQtNetwork4-devel                     4.8.6-6                          OK
libQtOpenGL4                            4.8.6-6                          OK
libQtScript4                            4.8.6-6                          OK
libQtScriptTools4                       4.8.6-6                          OK
libQtSql4                               4.8.6-6                          OK
libQtSvg4                               4.8.6-6                          OK
libQtTest4                              4.8.6-6                          OK
libQtWebKit4                            4.10.4-1                         OK
libQtXml4                               4.8.6-6                          OK
libQtXmlPatterns4                       4.8.6-6                          OK
libquadmath0                            4.9.2-3                          OK
libquicktime0                           1.2.4-4                          OK
libquvi-scripts                         0.4.21-1                         OK
libquvi7                                0.4.1-1                          OK
libqzeitgeist1                          0.8.0-2                          OK
libraptor2_0                            2.0.14-1                         OK
librarian0                              0.8.1-12                         OK
librasqal3                              0.9.32-2                         OK
libraw9                                 0.15.3-1                         OK
librdf0                                 1.0.17-1                         OK
libreadline-devel                       6.3.8-1                          OK
libreadline6                            5.2.14-12                        OK
libreadline7                            6.3.8-1                          OK
librest0.7_0                            0.7.93-1                         OK
libroken18                              1.5.3-1                          OK
librsvg2-devel                          2.40.8-1                         OK
librsvg2_2                              2.40.8-1                         OK
librtmp0                                2.3-2                            OK
libsamplerate0                          0.1.8-1                          OK
libsasl2                                2.1.23-1                         Incomplete
libsasl2-devel                          2.1.26-9                         OK
libsasl2_3                              2.1.26-9                         OK
libschroedinger1.0_0                    1.0.11-1                         OK
libSDL1.2_0                             1.2.15-2                         OK
libSDL_image1.2_0                       1.2.12-5                         OK
libsecret1_0                            0.18-2                           OK
libserf1-devel                          1.3.8-1                          OK
libserf1_0                              1.3.8-1                          OK
libshout3                               2.3.1-1                          OK
libsidplay1                             1.36.59-10                       OK
libsigc2.0-devel                        2.4.1-1                          OK
libsigc2.0_0                            2.4.1-1                          OK
libsigsegv2                             2.10-1                           OK
libslang-devel                          2.3.1pre17-1                     OK
libslang2                               2.3.1pre17-1                     OK
libslv2_9                               0.6.6-4                          OK
libSM-devel                             1.2.2-1                          OK
libSM6                                  1.2.2-1                          OK
libsmartcols1                           2.25.2-2                         OK
libsndfile1                             1.0.25-2                         OK
libsoprano4                             2.9.4-1                          OK
libSoundTouch0                          1.7.1-1                          OK
libsoup-gnome2.4_1                      2.48.1-1                         OK
libsoup2.4_1                            2.48.1-1                         OK
libsource-highlight-common              3.1.7-5                          OK
libsource-highlight4                    3.1.7-5                          OK
libsox2                                 14.4.1-2                         OK
libspectre1                             0.2.7-1                          OK
libspeechd2                             0.7.1-2                          OK
libspeex1                               1.2rc1-1                         OK
libsqlite3-devel                        3.8.9-1                          OK
libsqlite3_0                            3.8.9-1                          OK
libss2                                  1.42.12-2                        OK
libssh-common                           0.6.4-1                          OK
libssh2_1                               1.5.0-1                          OK
libssh4                                 0.6.4-1                          OK
libssp0                                 4.9.2-3                          OK
libstartup-notification1_0              0.12-2                           OK
libstdc++6                              4.9.2-3                          OK
libstdc++6-devel                        4.8.3-4                          OK
libstreamanalyzer0                      0.7.8-3                          OK
libstreams0                             0.7.8-3                          OK
libsuitesparseconfig-devel              4.2.1-1                          OK
libsuitesparseconfig0                   4.2.1-1                          OK
libsvm2                                 3.20-1                           OK
libswresample0                          1.2.11-1                         OK
libswscale2                             1.2.11-1                         OK
libsybdb-devel                          0.91.112-1                       OK
libsybdb5                               0.91.112-1                       OK
libtag1                                 1.9.1-1                          OK
libtasn1-devel                          4.2-1                            OK
libtasn1_3                              2.14-1                           OK
libtasn1_6                              4.2-1                            OK
libtdb-devel                            1.2.11-2                         OK
libtdb1                                 1.2.11-2                         OK
libtelepathy-glib0                      0.24.1-1                         OK
libtesseract-ocr_3                      3.02.02-1                        OK
libthai0                                0.1.21-1                         OK
libtheora                               1.1.1-2                          OK
libtheora0                              1.1.1-2                          OK
libtheoradec1                           1.1.1-2                          OK
libtheoraenc1                           1.1.1-2                          OK
libtidy-devel                           20090325-1                       OK
libtidy0_99_0                           20090325-1                       OK
libtiff-devel                           4.0.3-2                          OK
libtiff5                                3.9.7-4                          OK
libtiff6                                4.0.3-2                          OK
libtiger5                               0.3.4-1                          OK
libtimidity0.1_0                        0.1.0-10                         OK
libtinyxml2_2                           2.2.0-1                          OK
libtirpc                                0.2.1-1                          OK
libtirpc-common                         0.2.5-1                          OK
libtirpc-devel                          0.2.5-1                          OK
libtirpc1                               0.2.5-1                          OK
libtool                                 2.4.6-1                          OK
libtorrent                              0.13.4-1                         OK
libtorrent-devel                        0.13.4-1                         OK
libtorrent14                            0.12.9-3                         OK
libtorrent18                            0.13.4-1                         OK
libturbojpeg0                           1.3.1-3                          OK
libtwolame0                             0.3.13-1                         OK
libumfpack-devel                        5.6.2-1                          OK
libumfpack0                             5.6.2-1                          OK
libunique1.0_0                          1.1.6-1                          OK
libunistring-devel                      0.9.5-1                          OK
libunistring0                           0.9.3-2                          OK
libunistring2                           0.9.5-1                          OK
libupower-glib1                         0.9.23-2                         OK
libusb-win32                            1.2.6.0-2                        OK
libusb0                                 1.2.6.0-2                        OK
libuuid-devel                           2.25.2-2                         OK
libuuid1                                2.25.2-2                         OK
libvala0.26-devel                       0.26.2-1                         OK
libvala0.26_0                           0.26.2-1                         OK
libvcdinfo0                             0.7.24-2                         OK
libverto1                               0.2.6-1                          OK
libvncserver0                           0.9.10-2                         OK
libvo-aacenc0                           0.1.3-1                          OK
libvo-amrwbenc0                         0.1.3-1                          OK
libvorbis                               1.3.5-1                          OK
libvorbis0                              1.3.5-1                          OK
libvorbisenc2                           1.3.5-1                          OK
libvorbisfile3                          1.3.5-1                          OK
libvpx                                  1.3.0-1                          OK
libvpx-devel                            1.3.0-1                          OK
libvpx1                                 1.3.0-1                          OK
libvte2.90_9                            0.36.3-1                         OK
libvte2.91_0                            0.38.3-1                         OK
libvte9                                 0.28.2-5                         OK
libwavpack1                             4.60.1-1                         OK
libwbxml2_0                             0.10.9-1                         OK
libwebkitgtk1.0_0                       2.0.4-3                          OK
libwebkitgtk3.0_0                       2.0.4-3                          OK
libwebp-devel                           0.4.3-1                          OK
libwebp4                                0.2.1-1                          OK
libwebp5                                0.4.3-1                          OK
libwebpdecoder1                         0.4.3-1                          OK
libwebpdemux1                           0.4.3-1                          OK
libwebpmux1                             0.4.3-1                          OK
libwebrtc-audio-processing-devel        0.1-1                            OK
libwebrtc-audio-processing0             0.1-1                            OK
libWildMidi1                            0.2.3.5-2                        OK
libwind0                                1.5.3-1                          OK
libWINGs2                               0.95.4-1                         OK
libWINGs3                               0.95.6-3                         OK
libwmf027                               0.2.8.4-13                       OK
libwnck1_22                             2.30.7-2                         OK
libwrap-devel                           7.6-22                           OK
libwrap0                                7.6-22                           OK
libwraster3                             0.95.4-1                         OK
libwraster5                             0.95.6-3                         OK
libX11-devel                            1.6.3-1                          OK
libX11-xcb-devel                        1.6.3-1                          OK
libX11-xcb1                             1.6.3-1                          OK
libX11_6                                1.6.3-1                          OK
libx264_136                             20130917-1                       OK
libxapian22                             1.2.18-2                         OK
libXau-devel                            1.0.8-1                          OK
libXau6                                 1.0.8-1                          OK
libXaw-devel                            1.0.12-1                         OK
libXaw3d7                               1.5D-10                          OK
libXaw3d8                               1.6.2-1                          OK
libXaw7                                 1.0.12-1                         OK
libxcb-devel                            1.10-1                           OK
libxcb-glx-devel                        1.10-1                           OK
libxcb-glx0                             1.10-1                           OK
libxcb-icccm4                           0.4.1-1                          OK
libxcb-image0                           0.3.9-1                          OK
libxcb-keysyms1                         0.3.9-1                          OK
libxcb-randr0                           1.10-1                           OK
libxcb-render-devel                     1.10-1                           OK
libxcb-render-util0                     0.3.9-1                          OK
libxcb-render0                          1.10-1                           OK
libxcb-shape0                           1.10-1                           OK
libxcb-shm-devel                        1.10-1                           OK
libxcb-shm0                             1.10-1                           OK
libxcb-util1                            0.3.9-1                          OK
libxcb1                                 1.10-1                           OK
libXcomposite-devel                     0.4.3-1                          OK
libXcomposite1                          0.4.3-1                          OK
libXcursor-devel                        1.1.14-1                         OK
libXcursor1                             1.1.14-1                         OK
libXdamage-devel                        1.1.4-1                          OK
libXdamage1                             1.1.4-1                          OK
libXdmcp-devel                          1.1.2-1                          OK
libXdmcp6                               1.1.2-1                          OK
libXext-devel                           1.3.3-1                          OK
libXext6                                1.3.3-1                          OK
libxfce4ui1_0                           4.10.0-1                         OK
libxfce4util-common                     4.10.1-1                         OK
libxfce4util6                           4.10.1-1                         OK
libXfixes-devel                         5.0.1-1                          OK
libXfixes3                              5.0.1-1                          OK
libXfont1                               1.5.1-1                          OK
libXft-devel                            2.3.2-1                          OK
libXft2                                 2.3.2-1                          OK
libXi-devel                             1.7.4-1                          OK
libXi6                                  1.7.4-1                          OK
libxine2                                1.2.6-2                          OK
libXinerama-devel                       1.1.3-1                          OK
libXinerama1                            1.1.3-1                          OK
libxkbfile1                             1.0.8-1                          OK
libxklavier16                           5.3-1                            OK
libXm4                                  2.3.4-3                          OK
libxml2                                 2.9.2-1                          OK
libxml2-debuginfo                       2.9.2-1                          OK
libxml2-devel                           2.9.2-1                          OK
libxml2-doc                             2.9.2-1                          OK
libXmu-devel                            1.1.2-1                          OK
libXmu6                                 1.1.2-1                          OK
libXmuu1                                1.1.2-1                          OK
libXpm-devel                            3.5.11-1                         OK
libXpm-noX_4                            3.5.10-1                         OK
libXpm4                                 3.5.11-1                         OK
libXrandr-devel                         1.4.2-1                          OK
libXrandr2                              1.4.2-1                          OK
libXrender-devel                        0.9.8-1                          OK
libXrender1                             0.9.8-1                          OK
libXRes1                                1.0.7-1                          OK
libxslt                                 1.1.28-2                         OK
libxslt-devel                           1.1.28-2                         OK
libxslt-doc                             1.1.28-2                         OK
libXss1                                 1.2.2-1                          OK
libXt-devel                             1.1.4-2                          OK
libXt6                                  1.1.4-2                          OK
libXtst6                                1.2.2-1                          OK
libxvidcore4                            1.3.2-1                          OK
libyajl2                                2.0.4-1                          OK
libyaml-devel                           0.1.6-2                          OK
libyaml0_2                              0.1.6-2                          OK
libzbar0                                0.10-7                           OK
libzeitgeist2.0-devel                   0.9.14-2                         OK
libzeitgeist2.0_0                       0.9.14-2                         OK
libzinnia-devel                         0.06-5                           OK
libzinnia0                              0.06-5                           OK
libzip-devel                            0.11.2-2                         OK
libzip2                                 0.11.2-2                         OK
libzzip-devel                           0.13.62-1                        OK
libzzip0.13                             0.13.62-1                        OK
lighttpd                                1.4.35-1                         OK
links                                   2.8-2                            OK
linux-armv7hl-binutils                  2.23.91-1                        OK
linux-armv7hl-gcc-ada                   4.8.2-1                          OK
linux-armv7hl-gcc-core                  4.8.2-1                          OK
linux-armv7hl-gcc-fortran               4.8.2-1                          OK
linux-armv7hl-gcc-g++                   4.8.2-1                          OK
linux-armv7hl-gcc-go                    4.8.2-1                          OK
linux-armv7hl-gcc-java                  4.8.2-1                          OK
linux-armv7hl-gcc-objc                  4.8.2-1                          OK
linux-armv7hl-gcc-objc++                4.8.2-1                          OK
linux-armv7hl-glibc                     2.15-2                           OK
linux-armv7hl-kernel-headers            3.4.2-1                          OK
linux-armv7hl-minizip                   1.2.7-1                          OK
